             * c:\users\pc\esim-workspace\triangular\triangular.cir
             Transient Analysis  Sun Feb 09 18:05:02  2025
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-2.96781e-03	-2.96756e-03	
1	1.000000e-07	-2.96781e-03	-2.96756e-03	
2	2.000000e-07	-2.96781e-03	-2.96756e-03	
3	4.000000e-07	-2.96781e-03	-2.96756e-03	
4	8.000000e-07	-2.96781e-03	-2.96756e-03	
5	1.600000e-06	-2.96781e-03	-2.96756e-03	
6	3.200000e-06	-2.96781e-03	-2.96756e-03	
7	6.400000e-06	-2.96781e-03	-2.96756e-03	
8	1.280000e-05	-2.96781e-03	-2.96756e-03	
9	2.280000e-05	-2.96781e-03	-2.96756e-03	
10	3.280000e-05	-2.96781e-03	-2.96756e-03	
11	4.280000e-05	-2.96781e-03	-2.96757e-03	
12	5.280000e-05	-2.96780e-03	-2.96755e-03	
13	6.280000e-05	-2.96782e-03	-2.96758e-03	
14	7.280000e-05	-2.96777e-03	-2.96752e-03	
15	8.280000e-05	-2.96785e-03	-2.96760e-03	
16	9.280000e-05	-2.96772e-03	-2.96747e-03	
17	1.028000e-04	-2.96808e-03	-2.96783e-03	
18	1.128000e-04	-2.96765e-03	-2.96740e-03	
19	1.228000e-04	-2.96931e-03	-2.96906e-03	
20	1.328000e-04	-2.96928e-03	-2.96903e-03	
21	1.428000e-04	-2.97813e-03	-2.97789e-03	
22	1.528000e-04	-2.98964e-03	-2.98937e-03	
23	1.628000e-04	-3.02673e-03	-3.02651e-03	
24	1.725080e-04	-3.10065e-03	-3.10034e-03	
25	1.820441e-04	-3.29837e-03	-3.29822e-03	
26	1.913275e-04	-7.15439e-03	-7.15428e-03	
27	1.995295e-04	-1.14734e-02	-1.14733e-02	
28	2.075991e-04	-1.47578e-02	-1.47577e-02	
29	2.118064e-04	-1.48239e-02	-1.48238e-02	
30	2.149997e-04	-1.49146e-02	-1.49145e-02	
31	2.179328e-04	-1.49656e-02	-1.49655e-02	
32	2.206492e-04	-1.50407e-02	-1.50406e-02	
33	2.237373e-04	-1.50998e-02	-1.50996e-02	
34	2.270460e-04	-1.51848e-02	-1.51847e-02	
35	2.310906e-04	-1.52683e-02	-1.52682e-02	
36	2.357630e-04	-1.53823e-02	-1.53822e-02	
37	2.414004e-04	-1.55034e-02	-1.55033e-02	
38	2.484719e-04	-1.56709e-02	-1.56707e-02	
39	2.575460e-04	-1.58707e-02	-1.58705e-02	
40	2.675460e-04	-1.61039e-02	-1.61038e-02	
41	2.775460e-04	-1.63232e-02	-1.63230e-02	
42	2.779236e-04	-1.63337e-02	-1.63335e-02	
43	2.786789e-04	-1.63506e-02	-1.63503e-02	
44	2.791552e-04	-1.63608e-02	-1.63606e-02	
45	2.798216e-04	-1.63744e-02	-1.63741e-02	
46	2.804894e-04	-1.63875e-02	-1.63873e-02	
47	2.813151e-04	-1.64035e-02	-1.64032e-02	
48	2.823074e-04	-1.64254e-02	-1.64251e-02	
49	2.832139e-04	-1.64491e-02	-1.64488e-02	
50	2.842801e-04	-1.69785e-02	-1.69781e-02	
51	2.849952e-04	-1.63596e-02	-1.63593e-02	
52	2.856531e-04	-1.63546e-02	-1.63543e-02	
53	2.863260e-04	-1.57360e-02	-1.57356e-02	
54	2.869989e-04	-1.57095e-02	-1.57091e-02	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	2.877437e-04	-1.50626e-02	-1.50623e-02	
56	2.886009e-04	-1.49406e-02	-1.49403e-02	
57	2.896419e-04	-1.41565e-02	-1.41561e-02	
58	2.909896e-04	-1.37953e-02	-1.37950e-02	
59	2.927409e-04	-1.26691e-02	-1.26687e-02	
60	2.949404e-04	-1.18954e-02	-1.18951e-02	
61	2.986555e-04	-9.80733e-03	-9.80693e-03	
62	3.031493e-04	-7.91196e-03	-7.91165e-03	
63	3.121369e-04	-3.21927e-03	-3.21886e-03	
64	3.208123e-04	-6.85132e-03	-6.85100e-03	
65	3.289392e-04	-1.05935e-02	-1.05931e-02	
66	3.340549e-04	-1.24419e-02	-1.24416e-02	
67	3.374910e-04	-1.22455e-02	-1.22451e-02	
68	3.397754e-04	-1.25575e-02	-1.25572e-02	
69	3.421943e-04	-1.23377e-02	-1.23373e-02	
70	3.445192e-04	-1.26511e-02	-1.26508e-02	
71	3.468346e-04	-1.24311e-02	-1.24307e-02	
72	3.489592e-04	-1.27380e-02	-1.27377e-02	
73	3.511065e-04	-1.25177e-02	-1.25173e-02	
74	3.533149e-04	-1.28226e-02	-1.28223e-02	
75	3.556925e-04	-1.26106e-02	-1.26101e-02	
76	3.583967e-04	-1.29217e-02	-1.29214e-02	
77	3.616302e-04	-1.27299e-02	-1.27294e-02	
78	3.657547e-04	-1.30666e-02	-1.30663e-02	
79	3.713897e-04	-1.29243e-02	-1.29239e-02	
80	3.797350e-04	-1.33433e-02	-1.33430e-02	
81	3.897350e-04	-1.32903e-02	-1.32899e-02	
82	3.997350e-04	-1.37400e-02	-1.37397e-02	
83	4.097350e-04	-1.36862e-02	-1.36857e-02	
84	4.197350e-04	-1.41354e-02	-1.41351e-02	
85	4.297350e-04	-1.40818e-02	-1.40814e-02	
86	4.397350e-04	-1.45297e-02	-1.45294e-02	
87	4.497350e-04	-1.44765e-02	-1.44761e-02	
88	4.597350e-04	-1.49232e-02	-1.49229e-02	
89	4.697350e-04	-1.48703e-02	-1.48698e-02	
90	4.797350e-04	-1.53157e-02	-1.53154e-02	
91	4.897350e-04	-1.52631e-02	-1.52627e-02	
92	4.997350e-04	-1.57077e-02	-1.57074e-02	
93	5.097350e-04	-1.56637e-02	-1.56633e-02	
94	5.197350e-04	-1.41634e-02	-1.41633e-02	
95	5.296722e-04	-8.88686e-03	-8.88670e-03	
96	5.396722e-04	-3.97872e-03	-3.97867e-03	
97	5.461157e-04	-5.02800e-03	-5.02785e-03	
98	5.522994e-04	-8.67523e-03	-8.67517e-03	
99	5.566197e-04	-1.07717e-02	-1.07716e-02	
100	5.607926e-04	-1.28308e-02	-1.28308e-02	
101	5.667639e-04	-1.28168e-02	-1.28166e-02	
102	5.721800e-04	-1.29479e-02	-1.29479e-02	
103	5.776854e-04	-1.30652e-02	-1.30650e-02	
104	5.862098e-04	-1.32688e-02	-1.32687e-02	
105	5.962098e-04	-1.34889e-02	-1.34887e-02	
106	6.062098e-04	-1.37255e-02	-1.37254e-02	
107	6.162098e-04	-1.39458e-02	-1.39457e-02	
108	6.262098e-04	-1.41818e-02	-1.41818e-02	
109	6.362098e-04	-1.44023e-02	-1.44021e-02	
110	6.462098e-04	-1.46385e-02	-1.46384e-02	
111	6.562098e-04	-1.48582e-02	-1.48580e-02	
112	6.662098e-04	-1.50935e-02	-1.50934e-02	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
113	6.762098e-04	-1.53135e-02	-1.53133e-02	
114	6.862098e-04	-1.55477e-02	-1.55477e-02	
115	6.962098e-04	-1.57684e-02	-1.57682e-02	
116	7.062098e-04	-1.60021e-02	-1.60020e-02	
117	7.162098e-04	-1.62223e-02	-1.62221e-02	
118	7.262098e-04	-1.54268e-02	-1.54266e-02	
119	7.362098e-04	-1.05148e-02	-1.05144e-02	
120	7.435913e-04	-7.04550e-03	-7.04522e-03	
121	7.509372e-04	-3.32954e-03	-3.32910e-03	
122	7.589673e-04	-6.40027e-03	-6.39998e-03	
123	7.663590e-04	-9.95722e-03	-9.95679e-03	
124	7.753687e-04	-1.24854e-02	-1.24851e-02	
125	7.792797e-04	-1.24679e-02	-1.24675e-02	
126	7.819544e-04	-1.26199e-02	-1.26196e-02	
127	7.845722e-04	-1.25729e-02	-1.25724e-02	
128	7.884031e-04	-1.27484e-02	-1.27481e-02	
129	7.925394e-04	-1.27316e-02	-1.27311e-02	
130	7.984881e-04	-1.29489e-02	-1.29487e-02	
131	8.076591e-04	-1.30323e-02	-1.30318e-02	
132	8.176591e-04	-1.33297e-02	-1.33295e-02	
133	8.276591e-04	-1.34294e-02	-1.34289e-02	
134	8.376591e-04	-1.37261e-02	-1.37258e-02	
135	8.476591e-04	-1.38255e-02	-1.38250e-02	
136	8.576591e-04	-1.41215e-02	-1.41212e-02	
137	8.676591e-04	-1.42207e-02	-1.42202e-02	
138	8.776591e-04	-1.45160e-02	-1.45157e-02	
139	8.876591e-04	-1.46150e-02	-1.46146e-02	
140	8.976591e-04	-1.49095e-02	-1.49093e-02	
141	9.076591e-04	-1.50084e-02	-1.50080e-02	
142	9.176591e-04	-1.53022e-02	-1.53019e-02	
143	9.276591e-04	-1.54010e-02	-1.54005e-02	
144	9.376591e-04	-1.56977e-02	-1.56974e-02	
145	9.476591e-04	-1.57563e-02	-1.57560e-02	
146	9.478432e-04	-1.58097e-02	-1.58095e-02	
147	9.482114e-04	-1.58161e-02	-1.58158e-02	
148	9.485075e-04	-1.58056e-02	-1.58053e-02	
149	9.489220e-04	-1.57773e-02	-1.57771e-02	
150	9.494157e-04	-1.56920e-02	-1.56918e-02	
151	9.504029e-04	-1.53849e-02	-1.53848e-02	
152	9.513699e-04	-1.49530e-02	-1.49529e-02	
153	9.533039e-04	-1.40145e-02	-1.40144e-02	
154	9.553499e-04	-1.29923e-02	-1.29922e-02	
155	9.594419e-04	-1.09367e-02	-1.09365e-02	
156	9.640680e-04	-8.57673e-03	-8.57664e-03	
157	9.725313e-04	-4.20681e-03	-4.20669e-03	
158	9.797210e-04	-5.19699e-03	-5.19691e-03	
159	9.864965e-04	-8.89645e-03	-8.89632e-03	
160	9.889710e-04	-1.02418e-02	-1.02418e-02	
161	9.912061e-04	-1.14914e-02	-1.14913e-02	
162	9.936332e-04	-1.28316e-02	-1.28315e-02	
163	9.956825e-04	-1.27393e-02	-1.27391e-02	
164	9.972046e-04	-1.27568e-02	-1.27568e-02	
165	9.980773e-04	-1.27792e-02	-1.27790e-02	
166	9.988905e-04	-1.27947e-02	-1.27946e-02	
167	9.994541e-04	-1.28105e-02	-1.28103e-02	
168	9.999786e-04	-1.28215e-02	-1.28215e-02	
169	1.000545e-03	-1.28344e-02	-1.28342e-02	
170	1.001164e-03	-1.28489e-02	-1.28489e-02	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
171	1.002007e-03	-1.28679e-02	-1.28678e-02	
172	1.003205e-03	-1.28957e-02	-1.28956e-02	
173	1.004993e-03	-1.29362e-02	-1.29360e-02	
174	1.007795e-03	-1.30007e-02	-1.30006e-02	
175	1.012695e-03	-1.31124e-02	-1.31122e-02	
176	1.022495e-03	-1.33368e-02	-1.33367e-02	
177	1.032495e-03	-1.35649e-02	-1.35648e-02	
178	1.042495e-03	-1.37937e-02	-1.37936e-02	
179	1.052495e-03	-1.40215e-02	-1.40214e-02	
180	1.062495e-03	-1.42501e-02	-1.42500e-02	
181	1.072495e-03	-1.44777e-02	-1.44775e-02	
182	1.082495e-03	-1.47060e-02	-1.47059e-02	
183	1.092495e-03	-1.49333e-02	-1.49331e-02	
184	1.102495e-03	-1.51614e-02	-1.51613e-02	
185	1.112495e-03	-1.53884e-02	-1.53883e-02	
186	1.122495e-03	-1.56162e-02	-1.56162e-02	
187	1.132495e-03	-1.58430e-02	-1.58429e-02	
188	1.142495e-03	-1.60706e-02	-1.60705e-02	
189	1.152495e-03	-1.62960e-02	-1.62958e-02	
190	1.162495e-03	-1.56574e-02	-1.56571e-02	
191	1.169444e-03	-1.23044e-02	-1.23040e-02	
192	1.175349e-03	-9.47442e-03	-9.47410e-03	
193	1.181113e-03	-6.62804e-03	-6.62765e-03	
194	1.189155e-03	-3.13464e-03	-3.13430e-03	
195	1.191655e-03	-4.28884e-03	-4.28845e-03	
196	1.193587e-03	-5.27023e-03	-5.26990e-03	
197	1.195668e-03	-6.26187e-03	-6.26148e-03	
198	1.198597e-03	-7.74926e-03	-7.74893e-03	
199	1.202117e-03	-9.46576e-03	-9.46537e-03	
200	1.207521e-03	-1.21942e-02	-1.21939e-02	
201	1.210628e-03	-1.23268e-02	-1.23264e-02	
202	1.213496e-03	-1.24122e-02	-1.24119e-02	
203	1.216209e-03	-1.24365e-02	-1.24361e-02	
204	1.218664e-03	-1.25176e-02	-1.25173e-02	
205	1.221797e-03	-1.25471e-02	-1.25467e-02	
206	1.226164e-03	-1.26673e-02	-1.26669e-02	
207	1.233535e-03	-1.27806e-02	-1.27802e-02	
208	1.243535e-03	-1.30130e-02	-1.30127e-02	
209	1.253535e-03	-1.31780e-02	-1.31777e-02	
210	1.263535e-03	-1.34102e-02	-1.34098e-02	
211	1.273535e-03	-1.35746e-02	-1.35743e-02	
212	1.283535e-03	-1.38064e-02	-1.38061e-02	
213	1.293535e-03	-1.39703e-02	-1.39700e-02	
214	1.303535e-03	-1.42017e-02	-1.42014e-02	
215	1.313535e-03	-1.43652e-02	-1.43648e-02	
216	1.323535e-03	-1.45961e-02	-1.45958e-02	
217	1.333535e-03	-1.47591e-02	-1.47587e-02	
218	1.343535e-03	-1.49896e-02	-1.49892e-02	
219	1.353535e-03	-1.51521e-02	-1.51517e-02	
220	1.363535e-03	-1.53821e-02	-1.53818e-02	
221	1.373535e-03	-1.55443e-02	-1.55439e-02	
222	1.383535e-03	-1.57824e-02	-1.57821e-02	
223	1.389386e-03	-1.44368e-02	-1.44366e-02	
224	1.396265e-03	-1.10770e-02	-1.10769e-02	
225	1.404080e-03	-7.04225e-03	-7.04212e-03	
226	1.411384e-03	-3.31899e-03	-3.31891e-03	
227	1.414990e-03	-4.21206e-03	-4.21195e-03	
228	1.418681e-03	-6.24441e-03	-6.24430e-03	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
229	1.421004e-03	-7.45493e-03	-7.45482e-03	
230	1.423180e-03	-8.68458e-03	-8.68447e-03	
231	1.427530e-03	-1.10413e-02	-1.10412e-02	
232	1.430799e-03	-1.28913e-02	-1.28912e-02	
233	1.433769e-03	-1.28182e-02	-1.28180e-02	
234	1.436245e-03	-1.28551e-02	-1.28550e-02	
235	1.438624e-03	-1.29269e-02	-1.29268e-02	
236	1.440804e-03	-1.29612e-02	-1.29611e-02	
237	1.442871e-03	-1.30211e-02	-1.30210e-02	
238	1.444952e-03	-1.30582e-02	-1.30581e-02	
239	1.447183e-03	-1.31187e-02	-1.31186e-02	
240	1.450002e-03	-1.31745e-02	-1.31744e-02	
241	1.453253e-03	-1.32570e-02	-1.32568e-02	
242	1.457474e-03	-1.33460e-02	-1.33459e-02	
243	1.462937e-03	-1.34781e-02	-1.34780e-02	
244	1.470628e-03	-1.36466e-02	-1.36465e-02	
245	1.480628e-03	-1.38821e-02	-1.38819e-02	
246	1.490628e-03	-1.41029e-02	-1.41028e-02	
247	1.500628e-03	-1.43384e-02	-1.43382e-02	
248	1.510628e-03	-1.45592e-02	-1.45591e-02	
